zip,City,Metro,price_aug,price_dec,change_aug_dec,total_emp,info_emp,info_pct
95010,Capitola,"Santa Cruz-Watsonville, CA",1167117.743319654,1196425.8444066625,2.5111520456922403,4701,96,2.0421186981493302
94158,San Francisco,"San Francisco-Oakland-Berkeley, CA",1193476.4956256025,1218190.3394377206,2.070744074365991,7372,756,10.255018990775909
95327,Jamestown,"Sonora, CA",395777.2873212713,393236.89022879396,-0.6418754117173981,2411,51,2.1153048527581917
95988,Willows,,298720.6352004418,302801.3975423853,1.3660798288023577,4356,0,0.0
95324,Hilmar,"Merced, CA",465076.3738498977,467999.8951590115,0.6286110139100142,2841,10,0.3519887363604365
94572,Rodeo,"San Francisco-Oakland-Berkeley, CA",646586.6338457811,632473.1156934748,-2.18277295160923,4231,44,1.039943275821319
95726,Pollock Pines,"Sacramento-Roseville-Folsom, CA",391189.817537824,391010.8392961368,-0.04575227515216946,3530,44,1.246458923512748
95946,Penn Valley,"Truckee-Grass Valley, CA",508678.76964622916,505833.27295592707,-0.5593897092031294,3387,168,4.9601417183348095
95316,Denair,"Modesto, CA",526860.2404250895,537708.1756258727,2.0589777645833918,3360,7,0.20833333333333334
95969,Paradise,"Chico, CA",312896.9521533372,313382.382665746,0.15514069698285068,2228,63,2.827648114901257
95006,Boulder Creek,"Santa Cruz-Watsonville, CA",709714.452637114,708839.889165751,-0.12322751327851308,4523,280,6.190581472474022
94930,Fairfax,"San Francisco-Oakland-Berkeley, CA",1137416.9083441233,1157258.4955411525,1.7444427853560824,4556,155,3.402107111501317
95811,Sacramento,"Sacramento-Roseville-Folsom, CA",574842.17190612,579279.0096138386,0.7718358054710017,5738,193,3.3635413035901016
95932,Colusa,,358727.87114056526,358610.4137154788,-0.03274276534828905,2977,21,0.705408128988915
94574,Saint Helena,"Napa, CA",1616049.2462018654,1602884.8650702254,-0.8146027209616071,4057,23,0.5669213704707912
95018,Ben Lomond,"Santa Cruz-Watsonville, CA",777634.5760239019,791942.1537180041,1.8398844566888732,3440,52,1.5116279069767442
94515,Calistoga,"Napa, CA",1066497.0755872997,1039020.1899696809,-2.5763676475613213,3537,13,0.3675431156347187
95658,Newcastle,"Sacramento-Roseville-Folsom, CA",888027.0544412629,892194.6094238119,0.4693049566120737,2945,16,0.5432937181663837
95139,San Jose,"San Jose-Sunnyvale-Santa Clara, CA",1272820.030338516,1311126.0735792185,3.0095412020279646,3538,138,3.900508762012436
94027,Atherton,"San Francisco-Oakland-Berkeley, CA",7367608.966413689,7801615.582069215,5.890739012263116,2911,157,5.39333562349708
94710,Berkeley,"San Francisco-Oakland-Berkeley, CA",955432.2024598842,970071.5863480917,1.5322263422267428,4803,227,4.726212783676869
95987,Williams,,363669.3804624037,366695.2518044357,0.8320390730131318,3125,17,0.544
95220,Acampo,"Stockton, CA",776654.2849325556,780490.4927077234,0.4939402060340022,3702,9,0.24311183144246357
95642,Jackson,,429414.1638738898,424956.73243669467,-1.0380261789651077,2983,0,0.0
